id,age,income,loan_amount,loan_term,credit_score,employment_status,loan_purpose,existing_loans,income_variability,loan_status
475,49,5388,41110,36,703,Employed,Home,4,Low,0
476,38,2995,29626,36,435,Unemployed,Home,3,Low,0
477,58,8161,35917,60,367,Employed,Education,0,Low,1
478,59,3877,26526,24,453,Self-Employed,Business,4,Low,1
479,26,12015,13856,36,762,Employed,Home,1,Low,0
480,60,10103,43829,48,625,Unemployed,Home,3,Low,0
481,32,12487,18532,24,395,Employed,Education,0,High,0
482,34,5264,25745,36,496,Employed,Business,0,Low,1
483,64,3348,25336,24,407,Self-Employed,Home,3,Low,1
484,30,11995,35796,12,345,Self-Employed,Home,3,High,1
485,40,4251,32167,24,485,Self-Employed,Home,0,Low,1
486,35,13092,5880,60,753,Self-Employed,Education,0,Low,1
487,51,9290,21818,36,622,Unemployed,Business,1,Low,1
488,27,11785,43892,24,584,Unemployed,Home,4,Low,1
489,61,10018,29488,48,382,Employed,Car,4,Low,1
490,30,8590,42952,12,626,Unemployed,Education,0,Low,0
491,30,9658,23368,12,748,Employed,Car,0,Low,0
492,59,2432,34028,24,620,Self-Employed,Business,2,Low,0
493,48,7743,18223,60,444,Employed,Education,0,High,1
494,50,7247,36395,12,577,Employed,Education,4,High,1
495,57,9715,35261,24,313,Unemployed,Education,1,High,1
496,23,5817,14984,24,561,Employed,Business,2,High,1
497,63,3070,7798,12,713,Unemployed,Car,4,Low,1
498,35,6600,12603,24,793,Employed,Home,1,High,1
499,41,10306,16704,24,346,Unemployed,Business,2,High,1
500,57,11631,39261,48,495,Self-Employed,Home,2,High,0
501,32,11982,20707,24,589,Unemployed,Home,2,Low,0
502,24,2994,23009,24,731,Self-Employed,Home,2,High,0
503,29,6318,23231,60,819,Unemployed,Education,2,Low,0
504,59,6731,8246,12,623,Self-Employed,Education,2,High,0
505,62,8068,34825,60,728,Self-Employed,Car,3,Low,0
506,48,9670,20925,36,592,Unemployed,Business,1,High,1
507,43,6767,6316,60,676,Self-Employed,Home,4,High,1
508,60,2957,23334,36,834,Employed,Business,0,Low,1
509,64,10287,36072,36,383,Employed,Business,4,Low,0
510,42,4154,7026,60,672,Self-Employed,Business,3,Low,0
511,44,2631,6547,48,323,Self-Employed,Education,3,Low,1
512,46,13876,20289,60,624,Self-Employed,Home,2,Low,0
513,50,11893,41546,12,615,Unemployed,Home,3,Low,1
514,53,8045,44279,60,849,Employed,Business,4,Low,1
515,36,2697,27169,48,520,Self-Employed,Car,3,Low,1
516,42,2031,45525,60,513,Self-Employed,Education,4,High,1
517,63,8209,25107,48,771,Unemployed,Business,2,Low,1
518,38,6874,39291,12,790,Employed,Business,2,High,1
519,27,7562,32279,24,384,Self-Employed,Home,3,Low,1
520,46,10740,23356,48,684,Employed,Car,0,High,1
521,28,4248,35043,48,303,Unemployed,Business,2,High,1
522,26,12085,34966,48,413,Employed,Car,1,Low,1
523,50,8192,17795,12,514,Self-Employed,Home,1,High,1
524,59,13026,22000,36,635,Self-Employed,Home,2,Low,1
525,43,11895,25899,48,466,Employed,Business,3,Low,1
526,52,8406,26575,12,586,Unemployed,Car,2,Low,0
527,42,3156,27158,24,794,Unemployed,Business,3,Low,0
528,62,10535,24005,48,683,Unemployed,Business,4,Low,0
529,63,7295,23477,36,816,Unemployed,Business,0,Low,1
530,29,14264,24560,12,426,Self-Employed,Business,0,Low,1
531,51,13654,30708,24,732,Employed,Car,4,Low,1
532,27,8154,45252,36,385,Self-Employed,Business,4,Low,1
533,29,4248,24954,24,835,Employed,Home,4,High,0
534,33,11136,35635,36,344,Employed,Home,0,Low,1
535,23,14072,23530,60,589,Unemployed,Car,2,Low,1
536,55,12242,5705,60,534,Unemployed,Business,1,Low,0
537,53,5285,41580,60,456,Employed,Business,3,Low,1
538,41,13047,32046,24,705,Employed,Education,1,Low,1
539,51,11522,49420,60,804,Employed,Business,3,High,1
540,54,4003,25152,12,421,Self-Employed,Car,0,Low,0
541,52,5615,36855,12,523,Employed,Car,2,Low,1
542,55,11979,7319,60,322,Self-Employed,Education,1,Low,1
543,35,12438,13163,36,496,Employed,Home,4,Low,0
544,52,5672,26605,36,778,Unemployed,Car,4,Low,1
545,26,9458,5209,24,584,Employed,Business,4,Low,1
546,41,4155,9834,36,817,Employed,Business,1,Low,0
547,53,5479,36512,48,607,Self-Employed,Home,2,Low,1
548,52,13212,17446,36,644,Employed,Education,2,Low,0
549,39,2051,8962,12,697,Self-Employed,Car,4,Low,1
550,53,4159,18028,36,763,Self-Employed,Business,1,Low,1
551,48,6390,26903,24,414,Unemployed,Home,4,Low,1
552,51,5651,16717,36,749,Unemployed,Home,3,High,0
553,41,9356,42562,24,703,Unemployed,Home,3,Low,0
554,54,14107,35545,48,847,Unemployed,Business,1,Low,1
555,35,4112,40212,60,528,Self-Employed,Home,3,High,0
556,34,12813,48543,48,543,Employed,Home,0,Low,1
557,39,14752,46100,12,364,Self-Employed,Home,0,Low,1
558,63,7765,40375,48,536,Unemployed,Car,0,Low,1
559,35,14921,25320,48,302,Employed,Business,3,Low,0
560,26,3354,24301,12,799,Self-Employed,Car,2,Low,1
561,29,7620,23181,12,336,Employed,Education,0,Low,0
562,57,5754,14168,60,549,Self-Employed,Home,4,Low,1
563,40,2209,7573,60,302,Employed,Business,2,High,0
564,54,8232,23973,36,534,Employed,Education,1,Low,1
565,58,9846,41051,24,716,Unemployed,Car,3,Low,1
566,46,8171,47759,12,550,Unemployed,Education,4,High,0
567,38,2237,25801,48,442,Employed,Car,1,Low,1
568,48,10527,33644,48,355,Employed,Business,3,Low,1
569,29,14030,32523,60,360,Unemployed,Car,3,High,1
570,52,10075,38481,24,367,Self-Employed,Education,4,High,1
571,26,3576,23807,12,378,Employed,Car,3,High,0
572,34,10691,6890,60,626,Self-Employed,Car,3,Low,1
573,48,11756,24951,24,666,Unemployed,Education,3,High,0
574,44,10982,10375,12,834,Employed,Education,2,High,0
575,33,5540,36305,48,825,Self-Employed,Home,0,Low,1
576,63,13314,20579,48,689,Unemployed,Education,4,Low,0
577,32,11327,14870,60,588,Employed,Car,2,Low,1
578,39,14136,23531,24,820,Self-Employed,Business,4,High,1
579,41,12540,14109,48,552,Employed,Business,2,High,1
580,47,9257,31842,24,394,Self-Employed,Home,3,Low,1
581,39,14516,15716,60,302,Self-Employed,Car,3,Low,1
582,44,2149,23190,36,345,Employed,Education,2,Low,1
583,46,13398,41819,24,824,Unemployed,Car,3,Low,1
584,48,13720,37433,24,781,Employed,Education,0,Low,0
585,38,3624,46519,60,717,Unemployed,Education,4,High,1
586,64,9661,30204,36,342,Self-Employed,Education,3,Low,0
587,56,4574,47871,48,505,Self-Employed,Home,1,Low,0
588,62,6428,41530,12,574,Self-Employed,Education,2,High,1
589,49,9529,49511,60,396,Unemployed,Car,2,Low,0
590,37,6269,31384,12,478,Self-Employed,Home,3,High,1
591,24,9769,15087,36,447,Employed,Home,2,Low,1
592,64,13476,17122,36,683,Self-Employed,Business,1,High,1
593,49,4108,35898,24,371,Unemployed,Home,2,Low,1
594,24,5947,20841,12,516,Unemployed,Car,1,High,0
595,30,9899,30582,12,732,Employed,Business,2,Low,0
596,45,6914,15042,36,800,Employed,Education,2,High,0
597,51,8667,31505,12,332,Unemployed,Business,1,High,1
598,23,4263,28294,48,515,Unemployed,Home,4,Low,0
599,22,11804,11173,36,400,Employed,Education,0,Low,1
600,45,5815,23516,24,769,Employed,Education,1,Low,0
601,26,14911,11932,24,479,Employed,Car,0,Low,0
602,46,2577,22909,24,632,Employed,Home,2,Low,1
603,28,2422,35241,12,787,Unemployed,Car,4,Low,1
604,55,4763,21712,36,759,Self-Employed,Home,1,High,1
605,47,3229,7657,24,676,Unemployed,Home,4,Low,1
606,45,5176,34105,36,434,Employed,Education,1,Low,1
607,38,10945,46547,12,709,Unemployed,Education,3,Low,1
608,21,2687,35382,48,454,Employed,Business,1,High,0
609,59,2722,27356,48,579,Unemployed,Home,0,High,1
610,23,2746,24589,48,778,Employed,Home,3,Low,1
611,24,6337,44601,12,498,Employed,Education,2,Low,1
612,61,4712,28916,24,716,Unemployed,Home,1,High,0
613,57,2707,45675,12,397,Employed,Home,0,Low,0
614,35,10626,39366,36,549,Self-Employed,Home,2,High,1
615,28,2483,8851,48,404,Employed,Car,0,Low,1
616,58,13710,32048,36,626,Employed,Business,2,Low,1
617,39,3533,12582,12,781,Employed,Business,1,Low,1
618,46,2169,48777,60,676,Self-Employed,Home,4,Low,1
619,59,3020,45591,60,314,Unemployed,Home,2,Low,0
620,30,9093,9607,12,780,Self-Employed,Education,4,High,1
621,58,8466,10507,24,315,Self-Employed,Business,2,Low,1
622,34,2847,10934,36,784,Self-Employed,Business,4,High,1
623,61,10887,46971,12,578,Unemployed,Education,1,Low,1
624,39,5346,26952,12,632,Employed,Business,0,High,0
625,50,6013,9659,60,556,Self-Employed,Car,1,Low,0
626,25,10078,9398,48,484,Employed,Education,2,Low,1
627,51,2031,11242,48,326,Self-Employed,Home,3,High,0
628,27,10368,33620,24,324,Self-Employed,Car,0,Low,0
629,39,13156,30905,24,361,Self-Employed,Business,4,Low,0
630,51,12304,15796,24,532,Self-Employed,Home,0,Low,1
631,59,9877,44379,60,763,Self-Employed,Business,0,High,0
632,44,8170,44480,12,648,Self-Employed,Business,1,High,1
633,54,9830,42275,24,585,Unemployed,Home,2,Low,1
634,43,14078,18937,60,713,Employed,Home,1,Low,1
635,60,11694,36531,36,705,Employed,Car,2,Low,1
636,26,4315,24569,12,680,Unemployed,Business,3,Low,1
637,58,12836,17343,36,469,Self-Employed,Education,1,High,0
638,61,2065,16533,48,589,Unemployed,Education,3,High,1
639,56,14420,36132,48,815,Unemployed,Education,2,High,0
640,47,3928,36356,12,586,Unemployed,Business,0,Low,0
641,31,7011,20438,24,606,Employed,Business,3,Low,0
642,25,9533,31366,12,307,Unemployed,Home,3,Low,0
643,37,8225,18968,24,656,Self-Employed,Car,2,Low,1
644,27,7447,22490,48,438,Unemployed,Business,2,High,0
645,47,2584,24173,12,810,Employed,Education,1,Low,0
646,35,8470,15376,12,547,Employed,Business,1,High,0
647,33,8685,30114,24,840,Self-Employed,Car,2,Low,1
648,31,7244,26168,48,482,Unemployed,Business,3,High,1
649,46,10154,5718,48,722,Self-Employed,Car,4,High,1
650,42,9951,44844,24,696,Unemployed,Home,1,Low,1
651,48,3748,41763,24,604,Self-Employed,Car,2,High,0
652,44,9670,5305,24,318,Self-Employed,Education,4,Low,0
653,49,4204,26814,48,682,Self-Employed,Business,4,Low,1
654,29,13822,46347,48,525,Employed,Business,4,Low,0
655,62,3892,46684,12,529,Employed,Education,4,Low,1
656,24,9018,35711,48,794,Unemployed,Car,0,High,0
657,38,12621,19177,36,783,Employed,Business,1,High,0
658,63,5093,29570,36,658,Self-Employed,Business,4,Low,1
659,36,2973,40364,24,672,Employed,Car,4,Low,1
660,53,6024,23819,24,377,Employed,Car,2,Low,1
661,49,12834,36391,24,626,Unemployed,Car,2,Low,0
662,59,11634,20788,12,575,Self-Employed,Business,0,Low,1
663,30,8615,14896,36,651,Employed,Education,4,High,1
664,29,6329,25559,36,481,Employed,Education,0,Low,1
665,51,8715,28565,48,804,Unemployed,Home,2,Low,1
666,48,3477,25926,36,688,Unemployed,Car,1,Low,1
667,23,7689,18376,48,634,Self-Employed,Education,3,Low,1
668,34,10962,26875,12,745,Unemployed,Car,3,Low,1
669,45,9329,17857,24,808,Self-Employed,Business,0,Low,0
670,35,8444,6283,24,547,Self-Employed,Education,2,High,0
671,22,10497,19920,48,592,Employed,Business,3,High,1
672,44,2001,5247,60,830,Employed,Home,4,Low,1
673,34,10462,35846,48,437,Employed,Education,1,Low,1
674,27,14708,11642,12,644,Employed,Education,2,Low,0
675,56,13406,22365,36,336,Employed,Home,0,High,0
676,44,8843,42131,48,613,Self-Employed,Car,2,High,0
677,47,11055,22949,12,519,Employed,Education,1,High,0
678,57,7972,38503,24,442,Employed,Home,2,Low,0
679,58,9903,15851,60,703,Employed,Business,0,Low,1
680,50,7105,19406,60,703,Self-Employed,Home,4,Low,0
681,47,12931,19928,48,778,Unemployed,Business,2,High,0
682,59,9702,21832,36,519,Unemployed,Home,0,Low,1
683,35,4914,12534,48,666,Employed,Education,4,Low,1
684,46,7156,6835,60,495,Unemployed,Car,3,Low,1
685,21,10298,9715,60,331,Self-Employed,Education,2,Low,1
686,24,5168,38381,24,353,Employed,Education,4,High,0
687,49,14836,27618,36,722,Self-Employed,Business,3,Low,1
688,21,4599,5876,36,533,Self-Employed,Education,2,Low,0
689,63,7716,48535,60,409,Employed,Home,2,Low,0
690,42,4235,14325,60,399,Self-Employed,Car,1,Low,1
691,31,4799,34446,48,510,Employed,Education,2,High,1
692,30,9013,38439,48,702,Self-Employed,Car,2,Low,1
693,37,11703,6630,24,449,Unemployed,Business,4,Low,0
694,56,7473,38128,60,693,Unemployed,Education,0,Low,0
695,46,2018,19713,48,557,Unemployed,Car,1,Low,1
696,41,2858,15584,24,544,Self-Employed,Home,2,High,0
697,33,11608,8901,36,449,Employed,Car,4,High,1
698,29,7380,21450,60,398,Unemployed,Home,4,High,0
699,31,5032,32610,12,402,Employed,Home,0,Low,1
700,31,6505,27061,60,311,Unemployed,Business,3,High,1
701,26,11618,20314,48,525,Unemployed,Car,2,Low,1
702,21,7789,7090,60,741,Self-Employed,Education,3,Low,0
703,26,4531,31852,12,447,Unemployed,Education,0,Low,0
704,33,9471,27454,60,478,Employed,Education,4,Low,1
705,42,6719,16707,48,306,Employed,Education,3,High,0
706,51,14943,36567,36,451,Unemployed,Car,0,High,1
707,42,6863,38823,48,652,Employed,Business,3,Low,0
708,57,6038,37007,24,716,Employed,Education,4,Low,1
709,47,14305,44024,48,495,Employed,Education,2,Low,1
710,34,12423,19141,24,624,Employed,Home,1,Low,1
711,25,4452,17746,60,781,Employed,Car,4,Low,1
712,56,4846,8347,24,507,Unemployed,Home,3,Low,0
713,52,10064,14361,60,602,Employed,Home,2,Low,0
714,54,13394,9101,24,598,Employed,Business,1,Low,1
715,27,8622,45275,48,725,Unemployed,Education,0,High,0
716,62,12008,46453,12,361,Self-Employed,Education,2,High,0
717,30,11972,40947,60,494,Employed,Car,4,Low,0
718,37,14295,37668,24,662,Self-Employed,Home,3,Low,0
719,50,10896,49803,12,377,Self-Employed,Education,1,Low,1
720,41,11533,34610,24,583,Unemployed,Business,2,Low,0
721,33,5462,22747,24,356,Self-Employed,Home,1,Low,1
722,21,13782,20009,24,675,Self-Employed,Business,1,Low,0
723,21,3159,28651,48,675,Self-Employed,Business,2,High,0
724,53,6626,49358,24,672,Unemployed,Business,3,High,0
725,58,9056,6056,12,543,Employed,Education,0,Low,1
726,45,5722,37910,24,338,Unemployed,Business,2,Low,0
727,46,13630,16507,36,608,Unemployed,Business,0,High,0
728,33,5560,26215,60,385,Unemployed,Education,1,High,0
729,48,13274,32349,48,398,Employed,Education,1,Low,1
730,53,8117,35375,36,673,Self-Employed,Education,3,Low,0
731,57,8589,15076,36,794,Employed,Car,2,High,1
732,61,11907,40249,12,507,Self-Employed,Home,2,High,1
733,50,8849,15082,12,382,Employed,Home,4,Low,0
734,28,4243,45664,48,300,Unemployed,Car,3,Low,0
735,21,10177,24509,48,736,Unemployed,Car,2,Low,1
736,32,3760,12050,60,549,Self-Employed,Car,1,Low,0
737,25,7442,43779,24,709,Unemployed,Education,3,Low,0
738,44,14199,16414,48,685,Unemployed,Business,4,High,1
739,26,11988,41918,48,383,Employed,Education,4,Low,1
740,45,9679,20876,24,789,Self-Employed,Business,1,High,0
741,21,4675,12004,60,538,Employed,Home,2,Low,1
742,45,9124,14198,12,839,Employed,Business,1,Low,0
743,21,7781,32766,60,679,Unemployed,Car,4,Low,1
744,52,5236,38988,24,690,Employed,Home,3,Low,1
745,62,7898,42429,12,627,Self-Employed,Business,2,Low,1
746,62,10235,42634,12,779,Unemployed,Car,1,Low,1
747,23,10680,6797,12,603,Self-Employed,Business,2,High,1
748,39,6276,43742,60,581,Self-Employed,Business,3,Low,1
749,63,13340,18165,24,644,Self-Employed,Business,4,Low,0
750,49,6723,24255,60,434,Self-Employed,Home,1,Low,0
751,22,11148,44773,60,767,Employed,Business,4,High,1
752,29,12306,9612,36,660,Unemployed,Car,1,Low,0
753,37,7644,30280,48,414,Employed,Business,2,High,1
754,56,3115,47633,60,485,Unemployed,Car,0,High,0
755,37,3781,36528,36,777,Employed,Education,1,High,1
756,32,13018,49659,24,300,Unemployed,Home,1,Low,1
757,40,10842,15283,36,840,Self-Employed,Education,4,Low,1
758,23,3876,9953,60,723,Self-Employed,Education,0,Low,1
759,63,7363,25698,24,569,Employed,Home,0,High,1
760,24,10532,44819,36,718,Employed,Education,0,Low,1
761,37,13142,27016,60,626,Self-Employed,Car,0,Low,0
762,57,5375,18248,24,494,Employed,Car,3,High,0
763,62,12637,22276,24,554,Employed,Car,2,High,1
764,35,4750,36008,48,378,Unemployed,Car,1,Low,1
765,53,12336,37213,60,397,Unemployed,Education,2,Low,1
766,36,11546,22355,48,449,Unemployed,Home,2,High,1
767,31,5276,21486,24,746,Employed,Education,2,High,0
768,40,2448,20139,24,422,Self-Employed,Home,2,High,1
769,58,7537,26529,36,658,Self-Employed,Home,3,Low,0
770,44,6172,41014,48,538,Self-Employed,Education,4,Low,1
771,36,14836,25096,12,829,Self-Employed,Education,3,Low,0
772,50,10989,35117,60,503,Unemployed,Car,1,High,0
773,54,5496,8417,48,442,Unemployed,Home,0,Low,1
774,21,4182,11445,24,486,Employed,Home,4,Low,1
775,44,5326,10417,36,787,Self-Employed,Business,1,Low,0
776,44,10837,20494,60,421,Employed,Home,0,Low,1
777,29,2719,18302,60,649,Self-Employed,Car,3,Low,0
778,42,3522,41427,36,399,Self-Employed,Home,2,Low,1
779,32,8756,45274,24,583,Employed,Business,1,Low,0
780,37,8627,37098,12,826,Unemployed,Business,2,Low,1
781,45,3069,33803,36,683,Employed,Home,2,High,1
782,48,7562,34164,12,486,Employed,Car,2,Low,0
783,35,9749,43441,48,307,Self-Employed,Business,4,Low,1
784,50,14935,39925,60,844,Unemployed,Business,0,Low,1
785,47,6887,38563,24,718,Employed,Business,2,Low,1
786,42,6674,16389,12,389,Unemployed,Education,1,Low,0
787,30,13267,49327,24,795,Unemployed,Car,4,Low,1
788,51,13999,18490,48,415,Unemployed,Car,0,Low,0
789,47,13553,11044,12,319,Unemployed,Education,1,Low,0
790,32,4156,46769,24,431,Self-Employed,Home,4,High,1
791,51,9944,32509,24,591,Self-Employed,Business,4,Low,0
792,52,14747,32844,48,653,Self-Employed,Business,0,Low,1
793,52,12505,26604,36,536,Self-Employed,Education,2,Low,1
794,61,13697,32560,48,522,Self-Employed,Home,1,High,1
795,55,6139,5572,12,735,Employed,Car,3,Low,0
796,41,7629,6206,12,338,Unemployed,Home,2,Low,1
797,30,9087,18096,60,626,Self-Employed,Car,3,Low,0
798,36,7078,34550,24,508,Unemployed,Business,1,Low,1
799,27,8405,40228,12,405,Self-Employed,Home,3,Low,1
800,24,8871,25389,36,548,Self-Employed,Car,3,High,1
801,47,2632,42693,36,653,Employed,Home,0,High,1
802,45,4199,23997,48,769,Unemployed,Home,0,High,0
803,51,13255,39483,12,564,Self-Employed,Home,0,Low,0
804,31,7353,26629,12,763,Self-Employed,Education,3,Low,0
805,40,4910,39337,60,740,Employed,Car,3,Low,0
806,56,2622,22060,60,583,Unemployed,Car,4,Low,0
807,37,8073,47793,60,833,Unemployed,Business,4,High,1
808,31,2360,19605,12,668,Self-Employed,Car,0,High,0
809,50,12559,40281,48,794,Employed,Business,4,Low,1
810,55,8365,46760,48,453,Employed,Education,2,High,1
811,61,10401,14333,48,615,Self-Employed,Business,4,Low,0
812,58,13659,34787,48,599,Unemployed,Business,4,Low,1
813,42,11122,18923,36,739,Self-Employed,Education,2,Low,1
814,63,14776,39799,12,450,Unemployed,Education,2,Low,1
815,47,5943,47070,24,705,Employed,Education,1,Low,1
816,57,14888,9329,12,474,Self-Employed,Home,3,Low,1
817,55,6869,10322,48,354,Self-Employed,Car,3,Low,0
818,24,10128,38823,36,610,Self-Employed,Home,0,Low,1
819,36,2877,36076,36,453,Unemployed,Business,1,Low,1
820,36,6795,44875,12,799,Unemployed,Education,1,High,0
821,41,9791,43438,24,800,Employed,Education,1,Low,1
822,46,12691,18833,48,489,Unemployed,Home,1,High,1
823,56,4523,23134,36,805,Unemployed,Business,4,Low,0
824,39,14543,12575,48,448,Self-Employed,Car,1,Low,0
825,37,8270,16363,48,307,Employed,Business,0,High,0
826,46,10583,27771,48,768,Employed,Education,3,Low,1
827,42,14094,33729,60,620,Self-Employed,Business,1,Low,0
828,48,8623,40780,48,750,Unemployed,Home,3,Low,0
829,21,7088,24812,48,427,Unemployed,Business,2,High,0
830,64,9564,49522,24,586,Self-Employed,Home,0,Low,1
831,56,9066,27847,24,386,Self-Employed,Business,2,Low,1
832,63,8545,10138,60,380,Unemployed,Business,1,High,1
833,57,4321,29932,60,833,Employed,Home,4,Low,1
834,22,10149,26639,48,551,Self-Employed,Home,4,Low,1
835,37,10125,42159,36,489,Unemployed,Car,0,High,1
836,60,14173,45090,36,783,Self-Employed,Car,1,Low,1
837,58,10330,47577,12,678,Employed,Business,1,High,1
838,41,10294,31199,36,755,Employed,Education,1,Low,0
839,29,7333,42992,36,307,Unemployed,Education,1,Low,0
840,33,10675,31241,24,617,Employed,Car,0,Low,1
841,31,9858,12951,12,633,Self-Employed,Car,0,High,0
842,36,6319,18837,12,529,Employed,Business,0,Low,1
843,36,7389,49159,24,807,Unemployed,Home,4,Low,1
844,22,14265,17688,36,826,Self-Employed,Home,1,Low,0
845,62,3848,14787,36,774,Employed,Home,2,Low,1
846,64,12076,39757,12,705,Employed,Education,3,Low,0
847,28,5205,30104,36,586,Employed,Education,0,Low,0
848,63,4161,7604,12,745,Unemployed,Education,0,Low,1
849,62,3464,36269,36,642,Unemployed,Education,4,Low,0
850,33,2643,5063,48,624,Employed,Home,4,Low,1
851,37,13628,17152,24,466,Self-Employed,Business,3,Low,1
852,59,7351,24196,60,595,Employed,Business,4,High,0
853,44,6553,48781,48,482,Self-Employed,Education,0,Low,0
854,23,8518,41795,36,385,Self-Employed,Education,1,High,1
855,50,7723,19959,60,448,Unemployed,Home,1,Low,1
856,33,9946,37869,48,358,Employed,Home,4,Low,1
857,39,2610,36280,24,304,Unemployed,Business,3,Low,1
858,27,6302,32924,60,382,Employed,Car,1,High,0
859,29,3543,49258,60,682,Self-Employed,Business,0,Low,0
860,39,13731,32467,24,848,Unemployed,Business,1,Low,1
861,60,3466,21056,48,778,Unemployed,Business,3,Low,1
862,42,11108,8135,60,326,Unemployed,Home,4,Low,1
863,38,8236,22564,24,824,Self-Employed,Education,2,Low,0
864,43,3181,43277,48,713,Unemployed,Home,1,High,1
865,22,4146,32462,36,479,Employed,Education,0,High,1
866,31,4272,7728,12,763,Employed,Car,3,Low,1
867,51,11043,12631,36,826,Self-Employed,Car,1,High,1
868,53,6536,15884,36,300,Unemployed,Car,2,Low,0
869,34,2719,29974,12,570,Employed,Education,4,Low,1
